Chromosome	Start	End	Closest Gene	Locaiton	Distance To Gene's TSS
Chr3	2847297	2847352	AT3G09270	Gene_Downstream	965
Chr3	5034352	5034451	AT3G14950	Gene_Upstream	-1509
Chr3	894656	894744	AT3G03660	Gene_Upstream	-2538
Chr3	18570950	18571137	AT3G50080	Gene_Upstream	-1693
Chr3	20585639	20586176	AT3G55515	Gene_Upstream	-5016
Chr3	5753430	5753519	AT3G16851	Gene_Downstream	1064
Chr3	6945865	6945977	AT3G19960	Gene_Upstream	-2853
Chr3	17010156	17010405	AT3G46280	Gene_Upstream	-1856
Chr3	19818393	19818437	AT3G53450	Gene_Upstream	-2985
Chr3	10241769	10242075	AT3G27660	Gene_Upstream	-1833
Chr3	7321510	7321627	AT3G20890	Gene_Downstream	514
Chr3	7657519	7657602	AT3G21720	Gene_Upstream	-1549
Chr3	17372249	17372318	AT3G47180	Gene_Downstream	517
Chr3	9549498	9549745	AT3G26125	Gene_Upstream	-2191
Chr3	20104292	20104418	AT3G54290	Gene_Downstream	44
Chr3	10653617	10653785	AT3G28420	Gene_Downstream	769
Chr3	8084355	8084441	AT3G22840	Gene_Downstream	49
Chr3	16855510	16855588	AT3G45840	Gene_Upstream	-5662
Chr3	17946750	17947390	AT3G48450	Gene_Upstream	-2182
Chr3	11387301	11387642	AT3G29575	Gene_Upstream	-3467
Chr3	1482673	1482736	AT3G05210	Gene_Downstream	662
Chr3	23189198	23189312	AT3G62690	Gene_Upstream	-2554
Chr3	7220345	7220631	AT3G20650	Gene_Downstream	311
Chr3	16862983	16863079	AT3G45850	Gene_Upstream	-1504
Chr3	2614454	2614554	AT3G08600	Gene_Downstream	681
Chr3	9544547	9544692	AT3G26120	Gene_Upstream	-1779
Chr3	15358350	15358459	AT3G43432	Gene_Downstream	1379
Chr3	1444526	1444655	AT3G05155	Gene_Upstream	-3980
Chr3	4360792	4360885	AT3G13404	Gene_Upstream	-1831
Chr3	19021497	19021571	AT3G51210	Gene_Downstream	333
Chr3	8513160	8513291	AT3G23650	Gene_Upstream	-2029
Chr3	6442135	6442204	AT3G18715	Gene_Downstream	821
Chr3	9197248	9197731	AT3G25260	Gene_Upstream	-1949
Chr3	2729652	2729951	AT3G08950	Gene_Downstream	200
Chr3	1146618	1146771	AT3G04330	Gene_Downstream	329
Chr3	11168641	11168739	AT3G29200	Gene_Upstream	-2274
Chr3	10074652	10074824	AT3G27270	Gene_Downstream	578
Chr3	12659385	12659552	AT3G31051	Gene_Upstream	-7759
Chr3	19176100	19176397	AT3G51680	Gene_Upstream	-1581
Chr3	17502676	17502787	AT3G47500	Gene_Downstream	1269
Chr3	11215865	11215935	AT3G29260	Gene_Downstream	52
Chr3	8142870	8142933	AT3G22961	Gene_Downstream	92
Chr3	8906320	8906533	AT3G24480	Gene_Upstream	-3788
Chr3	7476817	7476898	AT3G21270	Gene_Downstream	1100
Chr3	17912432	17912523	AT3G48360	Gene_Upstream	-1952
Chr3	18140487	18140875	AT3G48920	Gene_Downstream	120
Chr3	10850580	10850631	AT3G28850	Gene_Downstream	483
Chr3	12571701	12571896	AT3G30840	Gene_Downstream	16654
Chr3	16239862	16239918	AT3G44700	Gene_Upstream	-2154
Chr3	18960994	18961204	AT3G51057	Gene_Downstream	1694
Chr3	19711831	19711991	AT3G53190	Gene_Upstream	-2017
Chr3	9033843	9034171	AT3G24750	Gene_Upstream	-2261
Chr3	11806767	11806893	AT3G30180	Gene_Upstream	-3907
Chr3	21870365	21870577	AT3G59140	Gene_Upstream	-1770
Chr3	22899637	22899676	AT3G61860	Gene_Downstream	412
Chr3	16029961	16030200	AT3G44370	Gene_Downstream	242
Chr3	10305276	10305380	AT3G27810	Gene_Upstream	-2093
Chr3	1796441	1796959	AT3G05980	Gene_Downstream	214
Chr3	20832843	20833150	AT3G56140	Gene_Downstream	125
Chr3	20632449	20632485	AT3G55620	Gene_Upstream	-1735
Chr3	16352726	16352800	AT3G44805	Gene_Downstream	1326
Chr3	4961395	4961509	AT3G14770	Gene_Upstream	-1748
Chr3	19413269	19413379	AT3G52360	Gene_Downstream	406
Chr3	2775418	2775501	AT3G09070	Gene_Upstream	-4285
Chr3	6532914	6533005	AT3G18950	Gene_Upstream	-3756
Chr3	22554646	22554766	AT3G60966	Gene_Downstream	1038
Chr3	8329507	8329639	AT3G23290	Gene_Downstream	1441
Chr3	6911375	6911454	AT3G19880	Gene_Downstream	21
Chr3	9578097	9578183	AT3G26180	Gene_Downstream	77
Chr3	19414936	19415088	AT3G52370	Gene_Upstream	-2478
Chr3	10257068	10257122	AT3G27690	Gene_Downstream	84
Chr3	3669070	3669139	AT3G11600	Gene_Downstream	1125
Chr3	20290081	20290245	AT3G54802	Gene_Downstream	1427
Chr3	10416533	10416756	AT3G28020	Gene_Downstream	1262
Chr3	22547854	22547942	AT3G60966	Gene_Upstream	-4722
Chr3	20624866	20624945	AT3G55605	Gene_Downstream	903
Chr3	21559557	21559825	AT3G58200	Gene_Downstream	202
Chr3	2357411	2357465	AT3G07360	Gene_Downstream	584
Chr3	5241845	5241877	AT3G15510	Gene_Upstream	-1649
Chr3	18975725	18975881	AT3G51080	Gene_Downstream	911
Chr3	5214433	5214546	AT3G15450	Gene_Downstream	365
Chr3	11051390	11051466	AT3G29075	Gene_Downstream	61
Chr3	10884142	10884258	AT3G28870	Gene_Upstream	-6155
Chr3	20582697	20582751	AT3G55510	Gene_Downstream	319
Chr3	5969236	5969328	AT3G17440	Gene_Downstream	282
Chr3	22912829	22912890	AT3G61890	Gene_Downstream	1295
Chr3	10772513	10772719	AT3G28710	Gene_Downstream	287
Chr3	9417012	9417181	AT3G25790	Gene_Downstream	2093
Chr3	871887	871932	AT3G03610	Gene_Downstream	97
Chr3	10563034	10563569	AT3G28300	Gene_Upstream	-2436
Chr3	2300690	2301004	AT3G07230	Gene_Downstream	580
Chr3	8062738	8062921	AT3G22800	Gene_Downstream	59
Chr3	20668908	20669080	AT3G55690	Gene_Downstream	489
Chr3	16570075	16570188	AT3G45230	Gene_Downstream	304
Chr3	10502551	10502657	AT3G28180	Gene_Upstream	-3225
Chr3	1444793	1444911	AT3G05155	Gene_Upstream	-3718
Chr3	1446804	1446977	AT3G05155	Gene_Upstream	-1680
Chr3	3523864	3523947	AT3G11250	Gene_Downstream	904
Chr3	1750345	1750457	AT3G05858	Gene_Downstream	530
Chr3	10926930	10927230	AT3G28917	Gene_Downstream	1440
Chr3	9038301	9038353	AT3G24760	Gene_Upstream	-1761
Chr3	19481833	19481961	AT3G52530	Gene_Downstream	2970
Chr3	10143527	10143665	AT3G27410	Gene_Downstream	1648
Chr3	6066036	6066294	AT3G17730	Gene_Downstream	352
Chr3	9473102	9473279	AT3G25890	Gene_Upstream	-2160
Chr3	10365063	10365534	AT3G27920	Gene_Upstream	-1792
Chr3	22380659	22380814	AT3G60550	Gene_Downstream	95
Chr3	11602339	11602529	AT3G29765	Gene_Upstream	-5357
Chr3	2918206	2918383	AT3G09500	Gene_Downstream	186
Chr3	22992998	22993046	AT3G62097	Gene_Downstream	1249
Chr3	3873258	3873778	AT3G12140	Gene_Upstream	-1790
Chr3	388338	388406	AT3G02140	Gene_Upstream	-1834
Chr3	21763017	21763223	AT3G58860	Gene_Downstream	622
Chr3	352	426	AT3G01015	Gene_Downstream	1264
Chr3	4751073	4751134	AT3G14260	Gene_Upstream	-2284
Chr3	21111438	21111769	AT3G57040	Gene_Downstream	171
Chr3	8606110	8606273	AT3G23830	Gene_Downstream	286
Chr3	17048941	17049006	AT3G46370	Gene_Upstream	-2982
Chr3	17254323	17254525	AT3G46850	Gene_Upstream	-1914
Chr3	4542468	4542521	AT3G13810	Gene_Upstream	-1870
Chr3	21107499	21107705	AT3G57040	Gene_Upstream	-2012
Chr3	11276729	11277104	AT3G29370	Gene_Upstream	-1673
Chr3	15858772	15859063	AT3G44100	Gene_Downstream	7122
Chr3	6347186	6347397	AT3G18490	Gene_Downstream	1464
Chr3	7816181	7816302	AT3G22160	Gene_Downstream	1616
Chr3	363692	363806	AT3G02080	Gene_Downstream	132
Chr3	9865335	9865620	AT3G26810	Gene_Upstream	-2368
Chr3	7923010	7923135	AT3G22400	Gene_Upstream	-3807
Chr3	4828997	4829378	AT3G14431	Gene_Downstream	3830
Chr3	8072434	8072806	AT3G22820	Gene_Downstream	651
Chr3	1851014	1851173	AT3G06130	Gene_Downstream	1791
Chr3	8651448	8651722	AT3G23950	Gene_Downstream	1323
Chr3	23139014	23139325	AT3G62560	Gene_Downstream	124
Chr3	1811149	1811230	AT3G06019	Gene_Downstream	1925
Chr3	3122227	3122334	AT3G10113	Gene_Upstream	-2889
Chr3	8324433	8324584	AT3G23290	Gene_Upstream	-2317
Chr3	19439447	19439523	AT3G52450	Gene_Downstream	1254
Chr3	16275587	16275706	AT3G44720	Gene_Downstream	2302
Chr3	18801626	18801826	AT3G50630	Gene_Downstream	139
Chr3	23256398	23256496	AT3G62907	Gene_Downstream	400
Chr3	15989660	15989749	AT3G44310	Gene_Downstream	601
Chr3	15271882	15271918	AT3G43340	Gene_Downstream	12961
Chr3	19886678	19886749	AT3G53640	Gene_Downstream	294
Chr3	14317315	14317371	AT3G42160	Gene_Downstream	1709
Chr3	15768672	15768811	AT3G43950	Gene_Downstream	1727
Chr3	3079033	3079205	AT3G10000	Gene_Downstream	172
Chr3	1746441	1746500	AT3G05858	Gene_Upstream	-2872
Chr3	7786650	7786764	AT3G22100	Gene_Upstream	-2238
Chr3	1851244	1851619	AT3G06130	Gene_Downstream	1453
Chr3	1483569	1483649	AT3G05210	Gene_Downstream	1567
Chr3	2212217	2212941	AT3G07005	Gene_Downstream	166
Chr3	10925620	10925830	AT3G28917	Gene_Downstream	85
Chr3	13050502	13050760	AT3G32040	Gene_Upstream	-1591
Chr3	4826746	4826904	AT3G14431	Gene_Downstream	1468
Chr3	20689466	20689865	AT3G55730	Gene_Upstream	-5612
Chr3	21378406	21378451	AT3G57680	Gene_Upstream	-2626
Chr3	6016099	6016297	AT3G17580	Gene_Downstream	348
Chr3	1615583	1615677	AT3G05560	Gene_Downstream	124
Chr3	9260255	9260351	AT3G25500	Gene_Upstream	-5301
Chr3	6956897	6957130	AT3G19970	Gene_Upstream	-1635
Chr3	5488921	5488984	AT3G16190	Gene_Downstream	749
Chr3	22395970	22396027	AT3G60580	Gene_Downstream	954
Chr3	8612813	8613037	AT3G23840	Gene_Downstream	235
Chr3	19130488	19130536	AT3G51580	Gene_Downstream	256
Chr3	16421235	16421346	AT3G44950	Gene_Downstream	4
Chr3	21365847	21366063	AT3G57670	Gene_Upstream	-4948
Chr3	10868221	10868332	AT3G28860	Gene_Downstream	1762
Chr3	3046844	3046936	AT3G09920	Gene_Upstream	-1971
Chr3	15234282	15234457	AT3G43291	Gene_Upstream	-2928
Chr3	13482592	13482706	AT3G32920	Gene_Downstream	2645
Chr3	19616940	19617111	AT3G52905	Gene_Upstream	-1280
Chr3	11509364	11509671	AT3G29670	Gene_Upstream	-18355
Chr3	9062105	9062192	AT3G24810	Gene_Downstream	150
Chr3	21806918	21807173	AT3G59010	Gene_Upstream	-1831
Chr3	8897235	8897390	AT3G24465	Gene_Upstream	-2172
Chr3	18660000	18660191	AT3G50330	Gene_Upstream	-1788
Chr3	7937772	7938038	AT3G22410	Gene_Upstream	-2097
Chr3	9329997	9330131	AT3G25640	Gene_Upstream	-3655
Chr3	10311158	10311230	AT3G27809	Gene_Upstream	-2791
Chr3	20424021	20424125	AT3G55100	Gene_Upstream	-1733
Chr3	18966512	18966838	AT3G51060	Gene_Downstream	270
Chr3	18063578	18063695	AT3G48750	Gene_Upstream	-7900
Chr3	11898007	11898308	AT3G30247	Gene_Upstream	-9445
Chr3	11950719	11950794	AT3G30340	Gene_Upstream	-5845
Chr3	18813880	18814157	AT3G50660	Gene_Downstream	122
Chr3	19484180	19484492	AT3G52530	Gene_Downstream	531
Chr3	8104250	8104822	AT3G22880	Gene_Upstream	-3716
Chr3	6157519	6158123	AT3G18000	Gene_Downstream	269
Chr3	10504236	10504367	AT3G28180	Gene_Upstream	-1528
Chr3	18842859	18843561	AT3G50700	Gene_Downstream	260
Chr3	1728573	1729092	AT3G05800	Gene_Downstream	536
Chr3	11951455	11951800	AT3G30340	Gene_Upstream	-4974
Chr3	19536070	19536472	AT3G52710	Gene_Downstream	253
Chr3	6390834	6391203	AT3G18560	Gene_Upstream	-2892
Chr3	4361221	4361806	AT3G13404	Gene_Upstream	-2506
Chr3	4406213	4406722	AT3G13520	Gene_Upstream	-2458
Chr3	10909039	10909199	AT3G28910	Gene_Upstream	-2038
Chr3	5320299	5320821	AT3G15700	Gene_Downstream	576
Chr3	17058652	17058711	AT3G46380	Gene_Downstream	537
Chr3	11204784	11204889	AT3G29255	Gene_Upstream	-4750
Chr3	5023365	5023713	AT3G14940	Gene_Upstream	-1699
Chr3	20681475	20681805	AT3G55720	Gene_Downstream	193
Chr3	10063396	10064035	AT3G27250	Gene_Downstream	984
Chr3	21004612	21004752	AT3G56700	Gene_Upstream	-2624
Chr3	18301350	18302204	AT3G49350	Gene_Upstream	-1588
Chr3	6977048	6978035	AT3G20015	Gene_Downstream	936
Chr3	16026181	16026373	AT3G44350	Gene_Upstream	-1790
Chr3	7982193	7982535	AT3G22540	Gene_Downstream	1712
Chr3	9469177	9469618	AT3G25880	Gene_Downstream	316
Chr3	18137079	18137413	AT3G48920	Gene_Upstream	-2146
Chr3	6783573	6783997	AT3G19540	Gene_Downstream	619
Chr3	22347182	22347417	AT3G60480	Gene_Downstream	152
Chr3	8561433	8561839	AT3G23760	Gene_Downstream	1193
Chr3	16943113	16943226	AT3G46130	Gene_Upstream	-2195
Chr3	8957835	8958540	AT3G24542	Gene_Downstream	520
Chr3	4845202	4845655	AT3G14450	Gene_Upstream	-4360
Chr3	4106538	4106915	AT3G12900	Gene_Downstream	614
Chr3	8184198	8184611	AT3G23040	Gene_Upstream	-1676
Chr3	2007193	2007344	AT3G06490	Gene_Downstream	644
Chr3	17478411	17479062	AT3G47430	Gene_Upstream	-1867
Chr3	1210507	1211160	AT3G04500	Gene_Downstream	929
Chr3	6720917	6721420	AT3G19390	Gene_Upstream	-1821
Chr3	23287457	23287757	AT3G63010	Gene_Upstream	-1818
Chr3	18175377	18175733	AT3G49040	Gene_Upstream	-2121
Chr3	10712601	10712887	AT3G28570	Gene_Downstream	855
Chr3	5679209	5679555	AT3G16670	Gene_Upstream	-2037
Chr3	23357128	23357345	AT3G63220	Gene_Downstream	156
Chr3	8993774	8994195	AT3G24640	Gene_Downstream	1074
Chr3	900070	900287	AT3G03670	Gene_Downstream	1663
Chr3	9378203	9378375	AT3G25719	Gene_Downstream	1627
Chr3	18802315	18802987	AT3G50640	Gene_Downstream	1152
Chr3	23352209	23352714	AT3G63210	Gene_Downstream	1154
Chr3	4802346	4802946	AT3G14380	Gene_Downstream	306
Chr3	11219250	11219447	AT3G29260	Gene_Upstream	-2482
Chr3	18782232	18782515	AT3G50610	Gene_Upstream	-1961
Chr3	1952410	1952736	AT3G06410	Gene_Upstream	-2784
Chr3	16532762	16533107	AT3G45160	Gene_Downstream	517
Chr3	8298882	8299081	AT3G23245	Gene_Downstream	1400
Chr3	21236096	21236568	AT3G57400	Gene_Upstream	-2101
Chr3	18515905	18516601	AT3G49940	Gene_Downstream	778
Chr3	9581947	9582421	AT3G26180	Gene_Upstream	-2098
Chr3	4120088	4120437	AT3G12920	Gene_Downstream	1621
Chr3	6649142	6649309	AT3G19200	Gene_Downstream	3
Chr3	17178079	17178462	AT3G46620	Gene_Downstream	427
Chr3	20347604	20348270	AT3G54925	Gene_Downstream	1498
Chr3	22432006	22432571	AT3G60680	Gene_Downstream	246
Chr3	18252285	18252437	AT3G49230	Gene_Upstream	-1871
Chr3	17453127	17453401	AT3G47370	Gene_Downstream	214
Chr3	16004832	16005162	AT3G44330	Gene_Upstream	-1678
Chr3	8593535	8593838	AT3G23810	Gene_Upstream	-3973
Chr3	1953719	1953975	AT3G06420	Gene_Downstream	1143
Chr3	3692829	3693289	AT3G11690	Gene_Upstream	-1929
Chr3	5969381	5969592	AT3G17440	Gene_Downstream	78
Chr3	3575726	3576096	AT3G11397	Gene_Upstream	-106
Chr3	664878	665062	AT3G02950	Gene_Downstream	388
Chr3	893871	894080	AT3G03660	Gene_Upstream	-1813
Chr3	143349	144122	AT3G01370	Gene_Downstream	29
Chr3	3598224	3598510	AT3G11430	Gene_Downstream	415
Chr3	2127396	2127593	AT3G06740	Gene_Downstream	27
Chr3	4334836	4335356	AT3G13350	Gene_Downstream	379
Chr3	8083614	8083905	AT3G22840	Gene_Downstream	688
Chr3	8231121	8231298	AT3G23120	Gene_Upstream	-1633
Chr3	4789179	4789496	AT3G14350	Gene_Upstream	-2101
Chr3	11926144	11926421	AT3G30300	Gene_Upstream	-1708
Chr3	7396748	7397238	AT3G21090	Gene_Upstream	-1952
Chr3	1658100	1658267	AT3G05675	Gene_Downstream	33
Chr3	22553900	22554198	AT3G60966	Gene_Downstream	381
Chr3	16559405	16559828	AT3G45210	Gene_Upstream	-1646
Chr3	8110302	8110624	AT3G22890	Gene_Upstream	-2260
Chr3	11381918	11382241	AT3G29575	Gene_Downstream	135
Chr3	5241648	5241789	AT3G15510	Gene_Upstream	-1792
Chr3	11751420	11751550	AT3G29970	Gene_Downstream	4915
Chr3	16587299	16587559	AT3G45252	Gene_Downstream	1065
Chr3	4088125	4088502	AT3G12850	Gene_Downstream	61
Chr3	10879663	10879989	AT3G28860	Gene_Upstream	-2320
Chr3	9477823	9477980	AT3G25890	Gene_Downstream	441
Chr3	20429461	20429742	AT3G55120	Gene_Downstream	513
Chr3	11485914	11486182	AT3G29639	Gene_Upstream	-6299
Chr3	22175241	22175381	AT3G60040	Gene_Downstream	626
Chr3	21231755	21231973	AT3G57390	Gene_Upstream	-1837
Chr3	19465102	19465795	AT3G52500	Gene_Downstream	51
Chr3	5745904	5746232	AT3G16850	Gene_Upstream	-2502
Chr3	18651178	18651961	AT3G50310	Gene_Upstream	-2048
Chr3	18466546	18466973	AT3G49780	Gene_Downstream	383
Chr3	5262047	5262174	AT3G15540	Gene_Upstream	-1914
Chr3	10065568	10065951	AT3G27260	Gene_Upstream	-1770
Chr3	7631623	7631910	AT3G21680	Gene_Downstream	1728
Chr3	4117253	4117687	AT3G12915	Gene_Downstream	1519
Chr3	20734291	20734802	AT3G55880	Gene_Upstream	-2025
Chr3	3981810	3982015	AT3G12545	Gene_Upstream	-3618
Chr3	21262478	21262928	AT3G57450	Gene_Downstream	81
Chr3	4745671	4745941	AT3G14250	Gene_Downstream	120
Chr3	8495198	8495432	AT3G23633	Gene_Downstream	1125
Chr3	15233001	15233275	AT3G43291	Gene_Upstream	-1697
Chr3	21362792	21363159	AT3G57670	Gene_Upstream	-7928
Chr3	20476348	20476944	AT3G55240	Gene_Upstream	-1883
Chr3	22893097	22893975	AT3G61840	Gene_Downstream	267
Chr3	19727549	19727775	AT3G53232	Gene_Downstream	3316
Chr3	9250931	9251156	AT3G25500	Gene_Downstream	50
Chr3	4725467	4725703	AT3G14205	Gene_Upstream	-4634
Chr3	3080598	3081383	AT3G10000	Gene_Downstream	2043
Chr3	23175099	23175921	AT3G62660	Gene_Downstream	748
Chr3	8213345	8214252	AT3G23090	Gene_Downstream	503
Chr3	9718342	9719094	AT3G26520	Gene_Downstream	3725
Chr3	8263951	8264503	AT3G23165	Gene_Downstream	423
Chr3	10683486	10683845	AT3G28500	Gene_Downstream	934
Chr3	18647597	18648051	AT3G50310	Gene_Downstream	327
Chr3	18335439	18335577	AT3G49440	Gene_Downstream	207
Chr3	10557562	10557753	AT3G28291	Gene_Downstream	6551
Chr3	19171336	19171645	AT3G51670	Gene_Downstream	340
Chr3	20686827	20687135	AT3G55730	Gene_Upstream	-2928
Chr3	10308383	10308813	AT3G27809	Gene_Upstream	-195
Chr3	19438859	19439396	AT3G52450	Gene_Downstream	1612
Chr3	20525265	20525587	AT3G55370	Gene_Upstream	-1637
Chr3	8157662	8157952	AT3G22980	Gene_Downstream	2349
Chr3	6346029	6346511	AT3G18485	Gene_Upstream	-3092
Chr3	12144317	12144518	AT3G30540	Gene_Downstream	375
Chr3	21140420	21141214	AT3G57120	Gene_Downstream	207
Chr3	5150814	5151164	AT3G15300	Gene_Upstream	-2684
Chr3	18668951	18669263	AT3G50340	Gene_Upstream	-2435
Chr3	4835651	4835913	AT3G14440	Gene_Upstream	-2183
Chr3	19415868	19416082	AT3G52370	Gene_Upstream	-1515
Chr3	14811437	14811906	AT3G42728	Gene_Downstream	23812
Chr3	22432700	22432948	AT3G60690	Gene_Upstream	-2297
Chr3	3127724	3128135	AT3G10116	Gene_Downstream	1310
Chr3	21766473	21767208	AT3G58877	Gene_Downstream	1348
Chr3	11790328	11790780	AT3G30160	Gene_Upstream	-5177
Chr3	9328727	9329068	AT3G25640	Gene_Upstream	-4822
Chr3	4343639	4344557	AT3G13370	Gene_Downstream	1868
Chr3	16509858	16510046	AT3G45110	Gene_Downstream	1420
Chr3	1175103	1175600	AT3G04430	Gene_Downstream	155
Chr3	21304866	21305426	AT3G57550	Gene_Upstream	-1577
Chr3	2178345	2178554	AT3G06895	Gene_Downstream	158
Chr3	1367735	1368008	AT3G04943	Gene_Downstream	377
Chr3	9865899	9866306	AT3G26810	Gene_Upstream	-1743
Chr3	8908322	8908886	AT3G24490	Gene_Upstream	-2166
Chr3	3696207	3696969	AT3G11690	Gene_Downstream	110
Chr3	8689070	8689382	AT3G24060	Gene_Downstream	363
Chr3	10908467	10908984	AT3G28910	Gene_Upstream	-2432
Chr3	23422173	23423367	AT3G63440	Gene_Upstream	-1387
Chr3	10577394	10577592	AT3G28310	Gene_Downstream	118
Chr3	18975154	18975515	AT3G51080	Gene_Downstream	442
Chr3	204217	204626	AT3G01513	Gene_Upstream	-1681
Chr3	21058138	21058285	AT3G56880	Gene_Upstream	-1704
Chr3	19206052	19206689	AT3G51770	Gene_Upstream	-1906
Chr3	15672574	15672882	AT3G43829	Gene_Downstream	5981
Chr3	20773727	20774585	AT3G55980	Gene_Upstream	-2139
Chr3	19163582	19163774	AT3G51660	Gene_Downstream	385
Chr3	22673845	22673986	AT3G61260	Gene_Downstream	1323
Chr3	3691772	3692690	AT3G11690	Gene_Upstream	-2757
Chr3	11725120	11725550	AT3G29810	Gene_Upstream	-2778
Chr3	21413498	21414071	AT3G57810	Gene_Upstream	-2000
Chr3	10718839	10719021	AT3G28590	Gene_Downstream	248
Chr3	21026488	21027177	AT3G56760	Gene_Upstream	-3076
Chr3	3605083	3605316	AT3G11450	Gene_Downstream	18
Chr3	19902637	19903289	AT3G53710	Gene_Downstream	350
Chr3	8297923	8298108	AT3G23240	Gene_Downstream	1411
Chr3	11787423	11787685	AT3G30160	Gene_Upstream	-2177
Chr3	3072464	3072735	AT3G09990	Gene_Downstream	63
Chr3	2310800	2311357	AT3G07260	Gene_Downstream	290
Chr3	17501255	17501672	AT3G47490	Gene_Downstream	483
Chr3	8547823	8548064	AT3G23730	Gene_Upstream	-2167
Chr3	2999905	3000368	AT3G09770	Gene_Upstream	-1946
Chr3	4483825	4484534	AT3G13686	Gene_Downstream	119
Chr3	19885969	19886170	AT3G53630	Gene_Downstream	165
Chr3	16426182	16426384	AT3G44960	Gene_Upstream	-1512
Chr3	8593178	8593354	AT3G23810	Gene_Upstream	-3553
Chr3	2352796	2353215	AT3G07360	Gene_Upstream	-1714
Chr3	9738586	9738719	AT3G26539	Gene_Downstream	5077
Chr3	9058376	9058987	AT3G24810	Gene_Upstream	-2215
Chr3	17507606	17508038	AT3G47500	Gene_Upstream	-1764
Chr3	4219058	4219819	AT3G13120	Gene_Downstream	337
Chr3	17868798	17869118	AT3G48240	Gene_Downstream	571
Chr3	7386539	7387049	AT3G21070	Gene_Upstream	-2814
Chr3	7217000	7217191	AT3G20640	Gene_Upstream	-3796
Chr3	7983027	7983434	AT3G22540	Gene_Downstream	846
Chr3	6713800	6714272	AT3G19380	Gene_Downstream	356
Chr3	20378735	20379236	AT3G54990	Gene_Upstream	-2463
Chr3	17997340	17998127	AT3G48550	Gene_Downstream	2999
Chr3	3532281	3532569	AT3G11280	Gene_Downstream	830
Chr3	5996452	5997119	AT3G17520	Gene_Downstream	2504
Chr3	10253351	10253617	AT3G27680	Gene_Downstream	1402
Chr3	4034666	4035930	AT3G12700	Gene_Upstream	-1772
Chr3	20809911	20810317	AT3G56070	Gene_Upstream	-1962
Chr3	7282223	7283436	AT3G20820	Gene_Downstream	652
Chr3	6719049	6719389	AT3G19380	Gene_Upstream	-3120
Chr3	16485868	16486055	AT3G45070	Gene_Downstream	322
Chr3	2357502	2358375	AT3G07370	Gene_Downstream	145
Chr3	8463293	8463624	AT3G23580	Gene_Downstream	643
Chr3	2774733	2775273	AT3G09070	Gene_Upstream	-3829
Chr3	7998705	7998891	AT3G22560	Gene_Downstream	59
Chr3	9360645	9361123	AT3G25700	Gene_Downstream	421
Chr3	10400079	10400372	AT3G27999	Gene_Upstream	-2647
Chr3	8897661	8898593	AT3G24465	Gene_Upstream	-2987
Chr3	11510117	11510671	AT3G29670	Gene_Upstream	-17478
Chr3	10513696	10514548	AT3G28193	Gene_Downstream	512
Chr3	18238199	18238611	AT3G49200	Gene_Upstream	-759
Chr3	19080771	19081205	AT3G51410	Gene_Downstream	269
Chr3	23291879	23292283	AT3G63020	Gene_Upstream	-2301
Chr3	11971544	11971950	AT3G30380	Gene_Upstream	-2319
Chr3	9478422	9478789	AT3G25900	Gene_Upstream	-2220
Chr3	5645469	5645856	AT3G16570	Gene_Downstream	248
Chr3	1924374	1924787	AT3G06340	Gene_Upstream	-842
Chr3	21554612	21555039	AT3G58190	Gene_Upstream	-5267
Chr3	10439646	10440383	AT3G28050	Gene_Upstream	-2800
Chr3	22138524	22139269	AT3G59930	Gene_Downstream	655
Chr3	22201416	22201576	AT3G60110	Gene_Downstream	45
Chr3	17245843	17246526	AT3G46820	Gene_Upstream	-1907
Chr3	8072038	8072327	AT3G22820	Gene_Downstream	1089
Chr3	19263137	19263540	AT3G51910	Gene_Upstream	-1956
Chr3	4951264	4951618	AT3G14730	Gene_Upstream	-95
Chr3	6554946	6555432	AT3G19000	Gene_Upstream	-42
Chr3	1234687	1234898	AT3G04580	Gene_Downstream	491
Chr3	19818603	19819245	AT3G53460	Gene_Downstream	261
